facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,hospital_rank_in_state,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,deviation_from_national,state_avg_ratio,estimated_penalty_cost,readmission_rate,penalty_cost,risk_score,improvement_rate
50496,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,223,0.882,17.0777,19.3628,-0.118,1.0171,0,88.07,0.00,40.2,-11.80
50496,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,42,1.0846,17.614,16.2398,0.0846,1.0262,8455.5,108.30,8455.50,57.1,8.46
50498,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,67,0.9653,6.0229,6.2392,-0.0347,0.9788,0,96.15,0.00,47.1,-3.47
50498,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,168,0.9812,17.8586,18.201,-0.0188,1.0171,0,97.98,0.00,48.4,-1.88
50498,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,151,0.9952,14.0945,14.1628,-0.0048,1.0262,0,99.37,0.00,49.6,-0.48
50498,CA,COPD,READM-30-COPD-HRRP,LOW,f,172,0.9391,13.9418,14.846,-0.0609,1.0023,0,93.80,0.00,44.9,-6.09
50503,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,124,0.9277,11.7067,12.6185,-0.0723,1.0154,0,92.61,0.00,44.0,-7.23
50503,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,8,1.2588,6.6665,5.296,0.2588,0.9788,25866.24,125.38,25866.24,71.6,25.88
50503,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,69,1.0138,19.2677,19.0061,0.0138,1.0023,1379.27,101.27,1379.27,51.2,1.38
50503,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,220,0.9157,14.1679,15.4714,-0.0843,1.0262,0,91.43,0.00,43.0,-8.43
50503,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,221,0.9132,17.4128,19.0685,-0.0868,1.0171,0,91.19,0.00,42.8,-8.68
50506,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,216,0.9367,13.3052,14.2045,-0.0633,1.0262,0,93.53,0.00,44.7,-6.33
50506,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,19,1.136,4.3813,3.8567,0.136,0.9788,13592.77,113.15,13592.77,61.3,13.60
50506,CA,COPD,READM-30-COPD-HRRP,LOW,f,112,0.9902,14.9959,15.145,-0.0098,1.0023,0,98.91,0.00,49.2,-0.98
50506,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,37,1.0782,19.0138,17.6352,0.0782,1.0171,7815.84,107.67,7815.84,56.5,7.82
50515,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,185,0.97,16.5157,17.0261,-0.03,1.0171,0,96.86,0.00,47.5,-3.00
50516,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,30,1.1089,17.3001,15.6017,0.1089,1.0262,10884.21,110.73,10884.21,59.1,10.89
50516,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,23,1.1127,5.9198,5.3204,0.1127,0.9788,11264.01,110.83,11264.01,59.4,11.27
50516,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,13,1.0622,21.1235,19.8871,0.0622,1.0023,6216.69,106.10,6216.69,55.2,6.22
50516,CA,CABG,READM-30-CABG-HRRP,MEDIUM,t,35,1.0199,11.3457,11.1245,0.0199,1.0052,1988.94,101.81,1988.94,51.7,1.99
50516,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,101,0.981,13.8517,14.12,-0.019,1.0154,0,97.93,0.00,48.4,-1.90
50516,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,175,0.9764,19.0986,19.5608,-0.0236,1.0171,0,97.50,0.00,48.0,-2.36
50517,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,79,0.9476,4.2427,4.4772,-0.0524,0.9788,0,94.38,0.00,45.6,-5.24
50517,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,49,1.0264,16.4449,16.0226,0.0264,1.0023,2638.6,102.52,2638.60,52.2,2.64
50517,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,135,1.0011,22.293,22.269,0.0011,1.0171,109.94,99.97,109.94,50.1,0.11
50517,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,38,1.0945,19.0846,17.436,0.0945,1.0262,9444.98,109.29,9444.98,57.9,9.46
50523,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,45,1.0388,13.5401,13.0348,0.0388,1.0154,3877.94,103.70,3877.94,53.2,3.88
50523,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,77,1.0092,21.1614,20.9693,0.0092,1.0023,919.51,100.81,919.51,50.8,0.92
50523,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109,1.0137,21.0825,20.798,0.0137,1.0171,1369.27,101.22,1369.27,51.1,1.37
50523,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,156,0.9923,17.4404,17.5758,-0.0077,1.0262,0,99.08,0.00,49.4,-0.77
50526,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,14,1.114,21.6322,19.4186,0.114,1.0171,11393.94,111.24,11393.94,59.5,11.40
50526,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,112,1.0158,18.968,18.6727,0.0158,1.0262,1579.16,101.43,1579.16,51.3,1.58
50528,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,123,1.0067,16.9892,16.8756,0.0067,1.0171,669.64,100.53,669.64,50.6,0.67
50528,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,102,1.025,15.5645,15.1842,0.025,1.0262,2498.67,102.35,2498.67,52.1,2.50
50534,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,47,1.0289,18.6935,18.169,0.0289,1.0023,2888.46,102.77,2888.46,52.4,2.89
50534,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,66,1.0472,21.8817,20.8946,0.0472,1.0171,4717.49,104.57,4717.49,53.9,4.72
50534,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,27,1.1135,17.2384,15.4817,0.1135,1.0262,11343.97,111.18,11343.97,59.5,11.35
50534,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,66,1.0159,13.0868,12.8825,0.0159,1.0154,1589.15,101.41,1589.15,51.3,1.59
50537,CA,COPD,READM-30-COPD-HRRP,LOW,f,148,0.9652,17.0522,17.6673,-0.0348,1.0023,0,96.41,0.00,47.1,-3.48
50537,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,201,0.9422,17.0015,18.0444,-0.0578,1.0171,0,94.08,0.00,45.2,-5.78
50537,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,188,0.9716,14.1513,14.5643,-0.0284,1.0262,0,97.02,0.00,47.6,-2.84
50549,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,56,1.028,12.7997,12.4506,0.028,1.0154,2798.51,102.62,2798.51,52.3,2.80
390267,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,43,1.0156,19.2454,18.95,0.0156,1.0114,1559.17,101.45,1559.17,51.3,1.56
50549,CA,CABG,READM-30-CABG-HRRP,MEDIUM,t,9,1.1135,12.8808,11.5681,0.1135,1.0052,11343.97,111.15,11343.97,59.5,11.35
50549,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,17,1.0592,20.0545,18.9339,0.0592,1.0023,5916.85,105.80,5916.85,54.9,5.92
50549,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,110,1.0136,19.3285,19.0699,0.0136,1.0171,1359.28,101.21,1359.28,51.1,1.36
50549,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,102,0.8861,3.9948,4.5085,-0.1139,0.9788,0,88.26,0.00,40.5,-11.39
50549,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,61,1.0617,17.828,16.7913,0.0617,1.0262,6166.72,106.01,6166.72,55.1,6.17
50551,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,30,1.0596,13.8597,13.0798,0.0596,1.0154,5956.83,105.77,5956.83,55.0,5.96
50551,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,36,1.0423,20.5644,19.7306,0.0423,1.0023,4227.75,104.11,4227.75,53.5,4.23
50551,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,202,0.9412,17.8813,18.9978,-0.0588,1.0171,0,93.98,0.00,45.1,-5.88
50551,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,1,1.4839,8.5495,5.7616,0.4839,0.9788,48364.27,147.80,48364.27,90.3,48.39
50551,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,176,0.9813,15.7913,16.0929,-0.0187,1.0262,0,97.98,0.00,48.4,-1.87
50557,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,55,1.0288,12.4748,12.1252,0.0288,1.0154,2878.47,102.70,2878.47,52.4,2.88
50557,CA,CABG,READM-30-CABG-HRRP,MEDIUM,t,25,1.0423,10.6341,10.2027,0.0423,1.0052,4227.75,104.04,4227.75,53.5,4.23
50557,CA,COPD,READM-30-COPD-HRRP,LOW,f,163,0.9509,18.5353,19.4924,-0.0491,1.0023,0,94.98,0.00,45.9,-4.91
50557,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,41,1.0672,20.9667,19.6463,0.0672,1.0171,6716.43,106.57,6716.43,55.6,6.72
50557,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,51,1.0178,5.713,5.6133,0.0178,0.9788,1779.05,101.38,1779.05,51.5,1.78
50557,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,65,1.0593,16.5693,15.6414,0.0593,1.0262,5926.85,105.77,5926.85,54.9,5.93
50561,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,118,1.0097,20.9708,20.7701,0.0097,1.0171,969.48,100.82,969.48,50.8,0.97
50561,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,136,1.0017,16.8489,16.8206,0.0017,1.0262,169.91,100.02,169.91,50.1,0.17
50567,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,94,0.9851,11.3612,11.5326,-0.0149,1.0154,0,98.34,0.00,48.8,-1.49
50567,CA,CABG,READM-30-CABG-HRRP,LOW,f,83,0.8677,8.6765,9.9999,-0.1323,1.0052,0,86.62,0.00,39.0,-13.23
50567,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,62,1.019,17.0327,16.7143,0.019,1.0023,1898.99,101.78,1898.99,51.6,1.90
50567,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,130,1.0043,18.056,17.9788,0.0043,1.0171,429.77,100.29,429.77,50.4,0.43
50567,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,55,1.0077,6.0176,5.9717,0.0077,0.9788,769.59,100.37,769.59,50.6,0.77
50567,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,86,1.0346,15.4721,14.9546,0.0346,1.0262,3458.16,103.31,3458.16,52.9,3.46
50570,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,125,0.9271,15.1747,16.3677,-0.0729,1.0154,0,92.55,0.00,43.9,-7.29
50570,CA,CABG,READM-30-CABG-HRRP,LOW,f,49,0.9811,13.6939,13.958,-0.0189,1.0052,0,97.93,0.00,48.4,-1.89
50570,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,7,1.0779,18.4377,17.1052,0.0779,1.0023,7785.86,107.67,7785.86,56.5,7.79
50570,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,36,1.0783,21.5284,19.9645,0.0783,1.0171,7825.84,107.68,7825.84,56.5,7.83
50570,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,38,1.0471,5.4811,5.2348,0.0471,0.9788,4707.5,104.29,4707.50,53.9,4.71
50570,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,120,1.0109,17.0462,16.8627,0.0109,1.0262,1089.42,100.94,1089.42,50.9,1.09
50573,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,61,1.0229,12.7633,12.4775,0.0229,1.0154,2288.78,102.11,2288.78,51.9,2.29
50573,CA,CABG,READM-30-CABG-HRRP,LOW,f,51,0.9755,9.5716,9.8117,-0.0245,1.0052,0,97.38,0.00,48.0,-2.45
50573,CA,COPD,READM-30-COPD-HRRP,LOW,f,149,0.9638,17.7497,18.4155,-0.0362,1.0023,0,96.27,0.00,47.0,-3.62
50573,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,53,1.0592,20.9164,19.7465,0.0592,1.0171,5916.85,105.77,5916.85,54.9,5.92
50573,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,134,0.665,4.0746,6.1267,-0.335,0.9788,0,66.24,0.00,22.1,-33.49
50573,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,204,0.9523,15.2838,16.0491,-0.0477,1.0262,0,95.09,0.00,46.0,-4.77
50580,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,82,0.9984,15.7115,15.7371,-0.0016,1.0154,0,99.67,0.00,49.9,-0.16
50580,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,80,1.0081,16.9237,16.7871,0.0081,1.0023,809.57,100.70,809.57,50.7,0.81
50580,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,51,1.0607,20.4465,19.2764,0.0607,1.0171,6066.77,105.92,6066.77,55.1,6.07
50580,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,79,1.0394,18.2682,17.5764,0.0394,1.0262,3937.91,103.79,3937.91,53.3,3.94
50581,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,15,1.0853,18.599,17.1374,0.0853,1.0154,8525.47,108.34,8525.47,57.1,8.53
50581,CA,CABG,READM-30-CABG-HRRP,MEDIUM,t,20,1.0654,12.8354,12.0476,0.0654,1.0052,6536.52,106.35,6536.52,55.5,6.54
50581,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,43,1.0323,22.1003,21.4098,0.0323,1.0023,3228.28,103.11,3228.28,52.7,3.23
50581,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,122,1.0069,20.7152,20.5736,0.0069,1.0171,689.63,100.55,689.63,50.6,0.69
50581,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,101,1.0255,20.4243,19.9161,0.0255,1.0262,2548.64,102.40,2548.64,52.1,2.55
50586,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,94,1.0207,20.9655,20.5398,0.0207,1.0171,2068.9,101.92,2068.90,51.7,2.07
50586,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,128,1.0059,17.4097,17.3069,0.0059,1.0262,589.69,100.44,589.69,50.5,0.59
50588,CA,COPD,READM-30-COPD-HRRP,LOW,f,98,0.9975,19.237,19.2859,-0.0025,1.0023,0,99.64,0.00,49.8,-0.25
50588,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,85,1.0286,21.2122,20.6225,0.0286,1.0171,2858.48,102.71,2858.48,52.4,2.86
50588,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,36,1.0623,3.7925,3.5702,0.0623,0.9788,6226.69,105.81,6226.69,55.2,6.23
50588,CA,Pneumonia,READM-30-PN-HRRP,HIGH,t,2,1.2289,21.7755,17.7196,0.2289,1.0262,22877.83,122.71,22877.83,69.1,22.89
50589,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,58,1.0517,17.6713,16.8021,0.0517,1.0171,5167.25,105.02,5167.25,54.3,5.17
50589,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,141,0.9994,14.0496,14.0585,-0.0006,1.0262,0,99.79,0.00,50.0,-0.06
50590,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,60,1.0194,20.7417,20.3475,0.0194,1.0023,1938.97,101.82,1938.97,51.6,1.94
50590,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,137,1.0005,19.7392,19.7301,0.0005,1.0171,49.97,99.91,49.97,50.0,0.05
50590,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,49,1.0762,16.6299,15.4528,0.0762,1.0262,7615.95,107.46,7615.95,56.4,7.62
50597,CA,COPD,READM-30-COPD-HRRP,LOW,f,170,0.944,15.1948,16.0969,-0.056,1.0023,0,94.29,0.00,45.3,-5.60
50597,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,106,1.0149,17.7019,17.4428,0.0149,1.0171,1489.21,101.34,1489.21,51.2,1.49
50597,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,212,0.941,16.0602,17.0677,-0.059,1.0262,0,93.96,0.00,45.1,-5.90
50599,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,92,0.9873,14.553,14.7402,-0.0127,1.0154,0,98.56,0.00,48.9,-1.27
50599,CA,CABG,READM-30-CABG-HRRP,LOW,f,70,0.9311,10.5498,11.3303,-0.0689,1.0052,0,92.94,0.00,44.3,-6.89
50599,CA,COPD,READM-30-COPD-HRRP,LOW,f,141,0.9707,19.0038,19.5782,-0.0293,1.0023,0,96.96,0.00,47.6,-2.93
50599,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,140,0.9978,22.1256,22.1738,-0.0022,1.0171,0,99.64,0.00,49.8,-0.22
50599,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,28,1.0966,5.01,4.5686,0.0966,0.9788,9654.86,109.22,9654.86,58.1,9.66
50599,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,32,1.1035,20.6177,18.6833,0.1035,1.0262,10344.5,110.19,10344.50,58.6,10.35
50603,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,112,0.9637,11.9501,12.4005,-0.0363,1.0154,0,96.20,0.00,47.0,-3.63
50603,CA,CABG,READM-30-CABG-HRRP,MEDIUM,t,33,1.0216,11.4876,11.245,0.0216,1.0052,2158.85,101.98,2158.85,51.8,2.16
50603,CA,COPD,READM-30-COPD-HRRP,LOW,f,95,0.999,18.3618,18.3807,-0.001,1.0023,0,99.79,0.00,49.9,-0.10
50603,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,214,0.9266,17.2347,18.6002,-0.0734,1.0171,0,92.53,0.00,43.9,-7.34
50603,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,182,0.9781,15.0764,15.4141,-0.0219,1.0262,0,97.66,0.00,48.2,-2.19
50604,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,153,0.9913,19.4588,19.6301,-0.0087,1.0171,0,98.99,0.00,49.3,-0.87
50608,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,178,0.9744,18.5948,19.0842,-0.0256,1.0171,0,97.30,0.00,47.9,-2.56
50608,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,71,1.0492,17.7361,16.9047,0.0492,1.0262,4917.38,104.76,4917.38,54.1,4.92
50609,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,123,1.0089,17.414,17.2606,0.0089,1.0262,889.53,100.74,889.53,50.7,0.89
50624,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,44,1.0389,14.1991,13.6676,0.0389,1.0154,3887.93,103.71,3887.93,53.2,3.89
50624,CA,COPD,READM-30-COPD-HRRP,MEDIUM,t,34,1.0461,18.2253,17.4215,0.0461,1.0023,4607.55,104.49,4607.55,53.8,4.61
50624,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,139,0.9989,19.2193,19.2401,-0.0011,1.0171,0,99.75,0.00,49.9,-0.11
50624,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,73,1.0458,16.3631,15.647,0.0458,1.0262,4577.57,104.42,4577.57,53.8,4.58
50625,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,70,1.0087,15.9889,15.8506,0.0087,1.0154,869.54,100.69,869.54,50.7,0.87
50625,CA,CABG,READM-30-CABG-HRRP,LOW,f,60,0.9491,9.7545,10.2776,-0.0509,1.0052,0,94.74,0.00,45.8,-5.09
50625,CA,COPD,READM-30-COPD-HRRP,LOW,f,153,0.9613,21.119,21.9695,-0.0387,1.0023,0,96.02,0.00,46.8,-3.87
50625,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,222,0.9086,19.819,21.8131,-0.0914,1.0171,0,90.73,0.00,42.4,-9.14
50625,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,128,0.7635,4.5569,5.9684,-0.2365,0.9788,0,76.05,0.00,30.3,-23.65
50625,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,202,0.9551,17.665,18.4958,-0.0449,1.0262,0,95.37,0.00,46.3,-4.49
50633,CA,COPD,READM-30-COPD-HRRP,LOW,f,161,0.9517,16.291,17.1173,-0.0483,1.0023,0,95.06,0.00,46.0,-4.83
50633,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,62,1.0497,17.8141,16.9712,0.0497,1.0171,4967.36,104.82,4967.36,54.1,4.97
50633,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,41,1.0371,3.9742,3.832,0.0371,0.9788,3708.03,103.30,3708.03,53.1,3.71
50633,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,81,1.0379,13.8658,13.3593,0.0379,1.0262,3787.99,103.64,3787.99,53.2,3.79
50636,CA,COPD,READM-30-COPD-HRRP,LOW,f,136,0.9726,18.6329,19.1569,-0.0274,1.0023,0,97.15,0.00,47.7,-2.74
50636,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,220,0.9138,17.6292,19.2913,-0.0862,1.0171,0,91.25,0.00,42.8,-8.62
50636,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,121,1.0102,15.6888,15.5301,0.0102,1.0262,1019.46,100.87,1019.46,50.9,1.02
50641,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,149,0.994,24.9224,25.0735,-0.006,1.0171,0,99.26,0.00,49.5,-0.60
50641,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,142,0.999,20.2095,20.2302,-0.001,1.0262,0,99.75,0.00,49.9,-0.10
50663,CA,COPD,READM-30-COPD-HRRP,LOW,f,182,0.8681,15.2691,17.5896,-0.1319,1.0023,0,86.71,0.00,39.0,-13.19
50663,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,161,0.9885,20.8922,21.1357,-0.0115,1.0171,0,98.71,0.00,49.0,-1.15
50663,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,94,1.0293,20.4064,19.8264,0.0293,1.0262,2928.44,102.78,2928.44,52.4,2.93
50668,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,50,1.0729,16.0803,14.9871,0.0729,1.0262,7286.12,107.13,7286.12,56.1,7.29
50674,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,57,1.027,11.9605,11.6466,0.027,1.0154,2698.56,102.52,2698.56,52.3,2.70
50674,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,86,1.0283,20.6379,20.0709,0.0283,1.0171,2828.5,102.68,2828.50,52.4,2.82
50674,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,192,0.9701,14.9258,15.3866,-0.0299,1.0262,0,96.87,0.00,47.5,-2.99
50678,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,103,0.9774,15.0221,15.3689,-0.0226,1.0154,0,97.57,0.00,48.1,-2.26
50678,CA,CABG,READM-30-CABG-HRRP,MEDIUM,t,13,1.0951,12.9034,11.7823,0.0951,1.0052,9504.94,109.31,9504.94,57.9,9.52
50678,CA,COPD,READM-30-COPD-HRRP,LOW,f,176,0.9266,16.3327,17.6268,-0.0734,1.0023,0,92.56,0.00,43.9,-7.34
50678,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,150,0.9934,19.131,19.2588,-0.0066,1.0171,0,99.20,0.00,49.5,-0.66
50678,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,94,0.9,4.5839,5.0933,-0.1,0.9788,0,89.64,0.00,41.7,-10.00
50678,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,107,1.0215,16.0265,15.6886,0.0215,1.0262,2148.86,102.00,2148.86,51.8,2.15
50684,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,68,1.0556,15.7574,14.9272,0.0556,1.0262,5557.04,105.40,5557.04,54.6,5.56
50689,CA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,59,1.0243,10.8261,10.5693,0.0243,1.0154,2428.71,102.25,2428.71,52.0,2.43
50689,CA,COPD,READM-30-COPD-HRRP,LOW,f,152,0.9617,17.0999,17.7814,-0.0383,1.0023,0,96.06,0.00,46.8,-3.83
50689,CA,Heart Failure,READM-30-HF-HRRP,LOW,f,171,0.9797,18.6343,19.0212,-0.0203,1.0171,0,97.83,0.00,48.3,-2.03
50689,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,91,0.9127,4.75,5.2041,-0.0873,0.9788,0,90.91,0.00,42.7,-8.73
50689,CA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,138,1.0007,14.6985,14.6876,0.0007,1.0262,69.96,99.92,69.96,50.1,0.07
50696,CA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,130,0.9117,16.4076,17.9968,-0.0883,1.0154,0,91.01,0.00,42.6,-8.83
50696,CA,CABG,READM-30-CABG-HRRP,MEDIUM,t,18,1.0811,12.7788,11.8199,0.0811,1.0052,8105.69,107.92,8105.69,56.8,8.11
50696,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,108,1.0141,23.8966,23.5634,0.0141,1.0171,1409.25,101.26,1409.25,51.2,1.41
50696,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,109,0.8676,5.1558,5.9423,-0.1324,0.9788,0,86.42,0.00,39.0,-13.24
50696,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,144,0.9985,21.5011,21.5328,-0.0015,1.0262,0,99.70,0.00,49.9,-0.15
50697,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,46,1.0345,4.0527,3.9176,0.0345,0.9788,3448.17,103.04,3448.17,52.9,3.45
50701,CA,COPD,READM-30-COPD-HRRP,LOW,f,140,0.972,17.9148,18.4303,-0.028,1.0023,0,97.09,0.00,47.7,-2.80
50701,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,7,1.1397,22.2148,19.4913,0.1397,1.0171,13962.57,113.81,13962.57,61.6,13.97
50701,CA,Pneumonia,READM-30-PN-HRRP,LOW,f,224,0.9127,14.0108,15.3516,-0.0873,1.0262,0,91.13,0.00,42.7,-8.73
50704,CA,COPD,READM-30-COPD-HRRP,LOW,f,139,0.9722,17.3916,17.8892,-0.0278,1.0023,0,97.11,0.00,47.7,-2.78
50704,CA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,99,1.0197,22.0917,21.665,0.0197,1.0171,1968.95,101.82,1968.95,51.6,1.97
50704,CA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,93,0.9087,3.9084,4.3012,-0.0913,0.9788,0,90.51,0.00,42.4,-9.13
